Date,Open,High,Low,Close,Adj Close,Volume
2021-04-08,"117,624.00","118,850.00","117,486.00","118,313.00","118,313.00","8,778,200"
2021-04-07,"117,499.00","118,303.00","116,748.00","117,624.00","117,624.00",-
2021-04-06,"117,519.00","118,213.00","117,176.00","117,499.00","117,499.00","6,800,800"
2021-04-05,"115,262.00","117,668.00","115,262.00","117,518.00","117,518.00","7,245,100"
2021-04-01,"116,644.00","117,088.00","114,991.00","115,253.00","115,253.00","8,009,200"
2021-03-31,"116,850.00","117,249.00","115,932.00","116,634.00","116,634.00","10,659,200"
2021-03-30,"115,414.00","117,090.00","114,999.00","116,850.00","116,850.00","8,141,600"
2021-03-29,"114,776.00","115,553.00","114,096.00","115,419.00","115,419.00","7,463,300"
2021-03-26,"113,750.00","115,416.00","113,305.00","114,781.00","114,781.00","8,659,500"
2021-03-25,"112,065.00","114,024.00","110,927.00","113,750.00","113,750.00","10,306,500"
2021-03-24,"113,272.00","114,823.00","112,064.00","112,064.00","112,064.00","9,834,000"
2021-03-23,"114,977.00","115,599.00","113,062.00","113,262.00","113,262.00","8,301,500"
2021-03-22,"116,222.00","116,225.00","113,620.00","114,979.00","114,979.00","8,160,600"
2021-03-19,"114,837.00","116,446.00","114,610.00","116,222.00","116,222.00","12,341,800"
2021-03-18,"116,549.00","116,751.00","114,302.00","114,835.00","114,835.00","9,920,100"
2021-03-17,"114,018.00","116,736.00","113,428.00","116,549.00","116,549.00","94,3"
2021-03-16,"114,845.00","114,974.00","113,370.00","114,019.00","114,019.00",78
2021-03-15,"114,093.00","114,903.00","113,635.00","114,851.00","114,851.00","8,224,700"
2021-03-12,"114,984.00","114,984.00","113,253.00","114,160.00","114,160.00","8,110,700"
2021-03-11,"112,782.00","115,127.00","112,776.00","114,984.00","114,984.00","12,092,100"
2021-03-10,"111,331.00","112,928.00","109,999.00","112,776.00","112,776.00","12,511,800"
2021-03-09,"110,611.00","112,525.00","109,343.00","111,331.00","111,331.00","12,135,300"
2021-03-08,"115,202.00","115,202.00","110,268.00","110,612.00","110,612.00",-
2021-03-05,"112,690.00","115,504.00","112,504.00","115,202.00","115,202.00","13,254,800"
2021-03-04,"111,191.00","114,433.00","111,163.00","112,690.00","112,690.00","14,221,600"
2021-03-03,"111,529.00","112,398.00","107,466.00","111,184.00","111,184.00","15,144,300"
2021-03-02,"110,328.00","112,428.00","107,319.00","111,540.00","111,540.00","14,823,200"
2021-03-01,"110,036.00","112,445.00","110,036.00","110,335.00","110,335.00","11,239,900"
2021-02-26,"112,260.00","113,466.00","109,827.00","110,035.00","110,035.00","14,618,500"
2021-02-25,"115,668.00","116,506.00","111,764.00","112,256.00","112,256.00","12,466,500"
2021-02-24,"115,229.00","116,208.00","114,668.00","115,668.00","115,668.00","11,399,300"
2021-02-23,"112,676.00","115,380.00","112,667.00","115,227.00","115,227.00","15,174,900"
2021-02-22,"118,388.00","118,388.00","111,650.00","112,668.00","112,668.00","21,768,700"
2021-02-19,"119,199.00","119,250.00","117,867.00","118,748.00","118,748.00","10,402,800"
2021-02-18,"120,361.00","120,845.00","118,515.00","119,140.00","119,140.00","10,720,600"
2021-02-17,"119,421.00","120,573.00","118,880.00","120,391.00","120,391.00","8,326,100"
2021-02-12,"119,300.00","119,763.00","118,163.00","119,116.00","119,116.00","7,655,900"
2021-02-11,"118,440.00","120,283.00","118,440.00","119,235.00","119,235.00","7,567,400"
2021-02-10,"119,472.00","119,738.00","117,970.00","118,430.00","118,430.00","8,644,600"
2021-02-09,"119,696.00","119,975.00","118,246.00","119,429.00","119,429.00","7,913,500"
2021-02-08,"120,239.00","120,844.00","119,140.00","119,516.00","119,516.00","8,619,100"
2021-02-05,"119,261.00","121,117.00","119,261.00","119,925.00","119,925.00","8,208,400"
2021-02-04,"119,728.00","120,560.00","118,918.00","119,261.00","119,261.00","8,100,700"
2021-02-03,"118,235.00","120,210.00","118,234.00","119,725.00","119,725.00","8,704,300"
2021-02-02,"117,520.00","119,805.00","117,519.00","118,234.00","118,234.00","11,625,900"
2021-02-01,"115,093.00","117,862.00","115,093.00","117,365.00","117,365.00","8,716,500"
2021-01-29,"118,880.00","118,880.00","115,299.00","116,007.00","116,007.00","10,965,200"
2021-01-28,"115,882.00","119,314.00","115,734.00","119,314.00","119,314.00","12,065,900"
2021-01-27,"116,463.00","117,840.00","114,887.00","115,882.00","115,882.00","12,380,400"
2021-01-26,"117,381.00","119,167.00","116,109.00","116,464.00","116,464.00","10,681,400"
2021-01-22,"118,318.00","118,318.00","116,109.00","117,172.00","117,172.00","9,373,100"
2021-01-21,"119,628.00","120,243.00","117,785.00","118,443.00","118,443.00","8,573,900"
2021-01-20,"120,645.00","121,449.00","118,740.00","119,708.00","119,708.00","7,947,300"
2021-01-19,"121,250.00","122,120.00","119,257.00","120,673.00","120,673.00","7,886,000"
2021-01-18,"120,351.00","122,586.00","120,351.00","121,242.00","121,242.00","7,223,100"
2021-01-15,"123,472.00","123,472.00","120,374.00","120,502.00","120,502.00","9,387,600"
2021-01-14,"121,947.00","123,896.00","121,947.00","123,481.00","123,481.00","8,974,400"
2021-01-13,"123,996.00","124,032.00","121,016.00","122,040.00","122,040.00","10,291,500"
2021-01-12,"123,255.00","124,584.00","123,227.00","123,998.00","123,998.00","8,949,000"
2021-01-11,"125,075.00","125,075.00","122,506.00","122,807.00","122,807.00","9,537,600"
2021-01-08,"122,387.00","125,324.00","122,386.00","125,077.00","125,077.00","11,085,800"
2021-01-07,"119,103.00","121,983.00","119,101.00","121,956.00","121,956.00","11,774,800"
2021-01-06,"119,377.00","120,924.00","118,917.00","119,851.00","119,851.00","11,638,200"
2021-01-05,"118,835.00","119,790.00","116,756.00","119,223.00","119,223.00","9,257,100"
2021-01-04,"119,024.00","120,354.00","118,062.00","118,558.00","118,558.00","8,741,400"
2020-12-30,"119,410.00","120,150.00","118,919.00","119,306.00","119,306.00","8,235,700"
2020-12-29,"119,130.00","119,861.00","118,750.00","119,475.00","119,475.00","6,769,700"
2020-12-28,"117,806.00","119,213.00","117,805.00","119,051.00","119,051.00","7,171,700"
2020-12-23,"116,636.00","118,311.00","116,636.00","117,857.00","117,857.00","6,483,300"
2020-12-22,"115,825.00","116,903.00","115,648.00","116,348.00","116,348.00","6,947,900"
2020-12-21,"118,021.00","118,021.00","114,730.00","116,016.00","116,016.00","10,347,100"
2020-12-18,"118,395.00","119,370.00","117,639.00","117,679.00","117,679.00","8,636,000"
2020-12-17,"117,864.00","119,027.00","117,856.00","118,157.00","118,157.00","7,701,400"
2020-12-16,"116,149.00","118,178.00","115,496.00","117,947.00","117,947.00","9,808,100"
2020-12-15,"114,613.00","116,390.00","114,613.00","116,146.00","116,146.00","8,195,100"
2020-12-14,"115,137.00","115,740.00","114,431.00","114,975.00","114,975.00","8,190,900"
2020-12-11,"115,128.00","115,527.00","113,949.00","115,323.00","115,323.00","8,372,300"
2020-12-10,"113,002.00","115,262.00","112,732.00","114,992.00","114,992.00","11,803,600"
2020-12-09,"113,799.00","114,020.00","112,567.00","112,722.00","112,722.00","8,431,100"
2020-12-08,"113,590.00","114,381.00","112,820.00","113,571.00","113,571.00","8,810,900"
2020-12-07,"113,751.00","114,531.00","112,629.00","113,625.00","113,625.00","9,633,900"
2020-12-04,"112,294.00","113,864.00","112,294.00","113,682.00","113,682.00","8,892,900"
2020-12-03,"111,874.00","113,377.00","111,874.00","112,919.00","112,919.00","11,474,200"
2020-12-02,"111,402.00","112,315.00","110,579.00","111,814.00","111,814.00","9,814,300"
2020-12-01,"108,897.00","111,840.00","108,897.00","111,335.00","111,335.00","11,324,800"
2020-11-30,"110,598.00","110,934.00","108,829.00","108,888.00","108,888.00","19,300,000"
2020-11-27,"110,229.00","111,603.00","110,161.00","110,575.00","110,575.00","8,790,300"
2020-11-26,"110,133.00","110,245.00","109,418.00","110,227.00","110,227.00","6,166,800"
2020-11-25,"109,786.00","110,596.00","109,315.00","110,133.00","110,133.00","8,564,700"
2020-11-24,"107,378.00","109,956.00","107,361.00","109,786.00","109,786.00","11,934,800"
2020-11-23,"106,050.00","107,495.00","106,050.00","107,379.00","107,379.00","9,686,000"
2020-11-19,"106,117.00","106,973.00","105,545.00","106,517.00","106,517.00","8,555,700"
2020-11-18,"107,246.00","107,467.00","106,217.00","106,483.00","106,483.00","10,337,300"
2020-11-17,"106,430.00","107,810.00","105,847.00","107,229.00","107,229.00","10,311,000"
2020-11-16,"104,729.00","106,518.00","104,729.00","106,430.00","106,430.00","11,724,300"
2020-11-13,"102,509.00","104,707.00","102,509.00","104,512.00","104,512.00","9,772,100"
2020-11-12,"104,810.00","105,019.00","102,034.00","102,175.00","102,175.00","10,860,300"
2020-11-11,"105,067.00","105,462.00","104,143.00","104,532.00","104,532.00","10,841,000"
2020-11-10,"103,516.00","105,758.00","103,453.00","105,351.00","105,351.00","16,665,200"
2020-11-09,"100,954.00","105,147.00","100,954.00","103,913.00","103,913.00","17,410,500"
2020-11-06,"100,751.00","100,928.00","99,837.00","100,799.00","100,799.00","8,382,800"
2020-11-05,"97,873.00","100,922.00","97,872.00","100,774.00","100,774.00","10,455,300"
2020-11-04,"95,992.00","98,296.00","95,987.00","97,811.00","97,811.00","10,704,600"
2020-11-03,"93,968.00","96,250.00","93,968.00","95,587.00","95,587.00","10,191,800"
2020-10-30,"96,579.00","96,579.00","93,559.00","93,952.00","93,952.00","10,643,200"
2020-10-29,"95,368.00","96,688.00","93,387.00","96,582.00","96,582.00","12,704,400"
2020-10-28,"99,598.00","99,598.00","95,369.00","95,369.00","95,369.00","11,051,600"
2020-10-27,"101,017.00","101,660.00","99,414.00","99,606.00","99,606.00","8,672,300"
2020-10-26,"101,260.00","101,784.00","99,762.00","101,017.00","101,017.00","8,070,400"
2020-10-23,"101,918.00","102,218.00","101,188.00","101,260.00","101,260.00","7,561,100"
2020-10-22,"100,553.00","102,020.00","100,457.00","101,918.00","101,918.00","9,556,900"
2020-10-21,"100,541.00","101,586.00","100,149.00","100,552.00","100,552.00","8,661,100"
2020-10-20,"98,664.00","100,722.00","98,664.00","100,540.00","100,540.00","8,796,000"
2020-10-19,"98,310.00","99,917.00","98,310.00","98,658.00","98,658.00","9,929,400"
2020-10-16,"99,054.00","99,172.00","98,309.00","98,309.00","98,309.00","7,840,200"
2020-10-15,"99,328.00","99,486.00","97,778.00","99,054.00","99,054.00","8,335,200"
2020-10-14,"98,502.00","99,571.00","98,501.00","99,334.00","99,334.00","8,891,000"
2020-10-13,"97,483.00","98,998.00","97,336.00","98,503.00","98,503.00","7,867,500"
2020-10-09,"97,924.00","98,642.00","97,161.00","97,483.00","97,483.00","10,810,500"
2020-10-08,"95,530.00","97,938.00","95,530.00","97,920.00","97,920.00","11,163,600"
2020-10-07,"95,616.00","96,380.00","94,881.00","95,526.00","95,526.00","9,829,900"
2020-10-06,"96,091.00","97,405.00","95,211.00","95,615.00","95,615.00","11,299,600"
2020-10-05,"94,019.00","96,414.00","93,984.00","96,089.00","96,089.00","8,616,000"
2020-10-02,"95,475.00","95,996.00","93,897.00","94,016.00","94,016.00","8,584,900"
2020-10-01,"94,604.00","95,486.00","93,599.00","95,479.00","95,479.00","9,243,500"
